发布日期,省,市,区,物资需求机构,捐赠地址,公告标题,N95口罩,医用外科口罩,一次性医用口罩,防护服,一次性医用帽,护目镜,防冲击眼罩,防护面罩,医用一次性乳胶手套,一次性手术衣,84消毒液,医用酒精,联系人/联系方式,来源网址,来源网站,是否政府网站
2020-01-29,山东省,济宁市,金乡县,金乡县慈善总会,捐款,金乡县人民政府 公告公示 金乡县慈善总会“抗击新型冠状病毒感染肺炎疫情”慈善募捐活动公告,1,1,1,1,,1,,1,,,,,卢伟伟:13176180680  李志超:18266869079,"=HYPERLINK(""http://www.jinxiang.gov.cn/art/2020/1/29/art_26409_2442381.html"")",金乡县人民政府,是
2020-01-29,山东省,济宁市,任城区,济宁市任城区慈善总会,捐款,任城区政府门户网站 部门动态 济宁市任城区慈善总会“抗击新型冠状病毒感染肺炎疫情”慈善募捐活动公告,1,1,1,1,,1,,1,,,,,宋肖:15853722569,"=HYPERLINK(""http://www.rencheng.gov.cn/art/2020/1/29/art_33672_2442256.html"")",任城区政府门户网站,是
2020-01-29,山东省,济南市,,工作领导小组(指挥部)办公室,济南市高新区奥体中路5316号山东省红十字会,山东省新型冠状病毒感染的肺炎疫情处置工作领导小组（指挥部）接受社会捐赠款物的公告,1,1,,1,,1,1,1,1,1,,,0531-5817170、0531-8559998、0531-8559999,"=HYPERLINK(""http://www.heze.gov.cn/art/2020/1/30/art_108052_8761774.html"")",菏泽市人民政府,是
2020-01-29,山东省,泰安市,肥城市,肥城市慈善总会,捐款,肥城市人民政府 公示公告 关于接收新型冠状病毒感染的肺炎疫情捐赠的通知,1,1,,1,,1,,1,,,,,王家才:13853826039  赵梦甜:18653881586  赵晓筱:15550892991  李新:13954857602,"=HYPERLINK(""http://www.feicheng.gov.cn/art/2020/1/30/art_48458_8761236.html"")",肥城市人民政府,是
2020-01-29,安徽省,黄山市,徽州区,黄山市徽州区红十字会,黄山市徽州区红十字会,黄山市徽州区红十字会接收社会捐赠1号公告,,,,,,,,,,,,,0559-3586651,"=HYPERLINK(""http://www.ahhz.gov.cn/News/show/3971799.html"")",黄山市徽州区人民政府,是
2020-01-29,安徽省,黄山市,,致电黄山市红十字会（,致电黄山市红十字会（,黄山市红十字会,,,1,,,,,,,,,,0559-2353642,"=HYPERLINK(""http://hszh.huangshan.gov.cn/BranchOpennessContent/show/1612294.html"")",黄山市红十字会,是
2020-01-29,安徽省,马鞍山市,和县,和县中医院,安徽省马鞍山市和县历阳镇历阳中路135号,和县中医院接受爱心捐赠公告,,,,,,,,,,,,,人:13615657232,"=HYPERLINK(""http://hexian.cms.anhuinews.com/p/4282.html"")",hexian.cms.anhuinews.com,否
2020-01-29,安徽省,马鞍山市,和县,和县人民医院,马鞍山市和县禹锡路与海峰路交叉口,和县人民医院接受社会捐赠公告,,,,,,,,,,,,,李主席:13865421939,"=HYPERLINK(""http://www.hexianrc.com/News_398.html"")",和县人才网丨和县招聘网-和县企业招聘、和县个人找工作网站！,否
2020-01-29,安徽省,滁州市,明光市,明光市慈善协会,捐款,明光市慈善协会接收社会捐赠公告,1,,,1,,1,,1,,,,,0550-8039806,"=HYPERLINK(""http://www.mingguang.gov.cn/2657818/54080321.html"")",明光市人民政府,是
2020-01-29,安徽省,池州市,石台县,石台县人民医院,安徽省石台县仁里镇蓬莱路8号石台县人民医院,【紧急求援！】石台县人民医院接受爱心捐赠公告,1,1,1,1,1,1,,,,,,,王老师:13955518529,"=HYPERLINK(""http://www.ahshitai.gov.cn/News/show/403942.html"")",石台县人民政府,是
2020-01-29,安徽省,池州市,东至县,东至县红十字会,东至县红十字会,东至县红十字会接收捐赠公告,1,,1,1,1,1,,1,,,1,,手机:18956608926,"=HYPERLINK(""http://www.dongzhi.gov.cn/News/show/403811.html"")",东至县人民政府,是
2020-01-29,安徽省,安庆市,岳西县,姚刚到部分支行督导肺炎疫情防控工作,岳西县慈善协会(岳西县天堂镇高湾路108号),岳西县慈善协会关于接收社会捐赠的公告,,,,,,,,,,,,,王造林:13865136116  余小芹:15395567058,"=HYPERLINK(""http://ahyx.gov.cn/html/news/sz/sz/2020/01/397937.html"")",,是
2020-01-29,安徽省,安庆市,宜秀区,安庆市宜秀区红十字会,安庆市北部新城宜秀区政务大楼A区三楼红十字会办公室,安庆市宜秀区红十字会接受捐赠公告,1,1,,1,,1,1,1,,,1,,叶群英:18955669170,"=HYPERLINK(""http://yixiu.gov.cn/control/view.php?aid=37372"")",安徽省安庆市宜秀区人民政府官网,是
2020-01-29,安徽省,安庆市,,安庆市民政局,安庆市民政局,安徽省社会组织信息平台,,,,,,,,,,,,,董克映:15222920689  汪传文:18055668699,"=HYPERLINK(""http://www.ahnpo.gov.cn/webinfo/xwzx/gsdt/20200130/15376.html"")",安徽省社会组织信息平台,是
2020-01-29,安徽省,亳州市,蒙城县,蒙城县红十字会,蒙城县城西三里胡蒙城县红十字会办公室,蒙城县红十字会爱心捐赠倡议书-蒙城县卫生健康委员会,1,1,,1,1,1,,1,,,1,,楠楠:18712296780  劲松:13966889509,"=HYPERLINK(""http://www.mengcheng.gov.cn/wjw/content/detail/5e311280951c78547f20f482.html"")",蒙城县人民政府,是
2020-01-29,安徽省,亳州市,蒙城县,蒙城县红十字会,蒙城县城西三里胡蒙城县红十字会办公室,蒙城县红十字会爱心捐赠倡议书-蒙城县人民政府,1,1,,1,1,1,,1,,,1,,楠楠:18712296780  劲松:13966889509,"=HYPERLINK(""http://www.mengcheng.gov.cn/News/show/370699.html"")",蒙城县人民政府,是
2020-01-29,四川省,雅安市,芦山县,芦山县红十字会,芦山县芦阳街道迎宾大道9号,关于接受社会捐赠公告,1,1,,1,1,1,,1,,,1,,0835-6520970、0835-6523100,"=HYPERLINK(""http://www.yals.gov.cn/mob/openinfo.aspx?id=20200129160155-31440-00-000"")",芦山县人民政府,是
2020-01-29,四川省,广元市,昭化区,广元市昭化区红十字会,区政府第二办公区五楼区红十字会,广元市昭化区红十字会接收社会捐赠的公告,1,1,1,1,,1,1,1,,,1,,漆志军:13518324742,"=HYPERLINK(""http://www.zhaohua.gov.cn/News/Detail/20200130113307057.html"")",广元市昭化区人民政府,是
2020-01-29,四川省,巴中市,通江县,通江县红十字会,通江县红十字会,通江县红十字会接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,马为:15378566789  文义:15378243456,"=HYPERLINK(""http://www.tjxzf.gov.cn/content/detail/5e313676752932f9d8d3a96a.html"")",通江县人民政府门户网站,是
2020-01-29,四川省,乐山市,夹江县,夹江县人民医院,乐山市夹江县漹城镇迎春西路201号,关于接受社会捐赠的公告,,,,,,,,,,,,,游老师:18981321368  滕老师:13350415790,"=HYPERLINK(""http://www.jiajiang.gov.cn/jjx/jjyw/202001/d9fed81a0c184ae996075e9249ab4a31.shtml"")",夹江县人民政府,是
2020-01-29,内蒙古自治区,呼和浩特市,,玉泉区红十字会,呼和浩特市,玉泉区红十字会关于防控新型冠状病毒感染的肺炎疫情接收社会捐赠款物的公告,1,1,,1,1,1,,1,1,,,,0471-5687095,"=HYPERLINK(""http://www.yuquan.gov.cn/zfxxgkpt/bmxxgk/qzsgwbj/zfb/xxgkml/202001/t20200130_616935.html"")",玉泉区人民政府门户网站,是
2020-01-29,内蒙古自治区,乌兰察布市,,感染的肺炎疫情防控指挥部,内蒙古自治区乌兰察布市察右后旗党政大楼6楼607,关于防控新型冠状病毒感染的肺炎疫情 接收社会捐赠款物的公告,1,1,,1,1,1,,1,1,,,,刘灯成:15847442016  冯国桃:15335640626,"=HYPERLINK(""http://www.cyhq.gov.cn/information/cyhq11610/msg1795658052439.html"")",察右后旗人民政府,是
2020-01-29,云南省,楚雄彝族自治州,双柏县,双柏县红十字会,双柏县红十字会（楚雄州双柏县妥甸镇长青路11号）,感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,0878-7712655,"=HYPERLINK(""http://www.cxshb.gov.cn/file_read.aspx?id=39348"")",双柏县人民政府门户网站,是
2020-01-29,云南省,曲靖市,师宗县,师宗县人民医院,云南省曲靖市师宗县丹凤路,师宗县人民医院接受社会捐赠公告,1,1,,1,,1,,1,1,,,,0874-5758248,"=HYPERLINK(""http://www.ynsz.gov.cn/news/a/202001/0329033356.htm"")",师宗县人民政府门户网,是
2020-01-29,云南省,普洱市,,普洱市人民医院,普洱市思茅区振兴大道44号,普洱市人民医院接受社会捐赠公告,1,1,,1,,1,1,1,1,,,,叶老师:18987906607,"=HYPERLINK(""http://www.pesrmyy.com/Detail?classId=58&deptId=&id=16162"")",普洱市人民医院—首页,否
2020-01-29,云南省,昆明市,,禄劝彝族苗族自治县红十字会,昆明市禄劝县屏山镇马家庄205号4楼(县红十字会赈济科)，,关于防控新型肺炎疫情接受社会捐赠公告,1,1,,1,,1,1,1,1,,1,,请捐物:13669788805  刘琴:13669788805  请刘琴:13669788805,"=HYPERLINK(""http://lq.km.gov.cn/c/2020-01-29/3921446.shtml"")",禄劝彝族苗族自治县人民政府,是
2020-01-29,云南省,文山壮族苗族自治州,砚山县,砚山县红十字会,砚山县江那镇建设北路（县卫生健康局三楼县红十字会办公室）联系人,砚山县红十字会接受社会捐赠公告,1,1,,1,,1,,1,1,,1,,0876-3133603,"=HYPERLINK(""http://www.yanshan.gov.cn/tzgg/gsgg/content_50030"")",砚山县人民政府门户网站,是
2020-01-29,云南省,,,北海市红十字会,云南南路18号,北海市红十字会接受社会捐赠公告,1,1,1,1,,1,1,1,,,,,0779-3031332、0779-3038053、0779-3038071、0779-3038073,"=HYPERLINK(""http://xxgk.beihai.gov.cn/bhshszh/gzdt_87809/202001/t20200130_2170728.html"")",部门信息公开,是
2020-01-29,,,,领导小组办公室,领导小组办公室,双王街道接收防治新型肺炎物资捐赠的公告,,1,,1,,1,,,,,,,0913-2104516、0913-2688020,"=HYPERLINK(""http://www.linwei.gov.cn/xwzx/bmdt/118856.htm"")",渭南·临渭,是
2020-01-29,,,,动员慈善力量依法有序参与疫情防控,动员慈善力量依法有序参与疫情防控,省民政厅：动员慈善力量依法有序参与疫情防控,,,,,,,,,,,,,支行;:15373036804  款):18633822379,"=HYPERLINK(""http://tskaiping.tangshan.gov.cn/tskp/kpzwkgtzgg/20200129/832044.html"")",tskaiping.tangshan.gov.cn,是
2020-01-29,,,,毛集实验区慈善协会,毛集实验区慈善协会（毛集实验区政务中心民政局,毛集实验区慈善协会关于接收社会捐赠的公告,,,,,,,,,,,,,杨海波:13955476566  徐静静:15395447022,"=HYPERLINK(""http://www.maoji.gov.cn/zxzx/tzgg/7985622.html"")",毛集社会发展综合实验区管理委员会,是
2020-01-29,,,,邵东市人民医院,邵东市人民路95号,邵东市人民医院关于接受社会捐赠的公告,1,1,1,1,1,1,,,1,1,1,,李志新:15842900866  刘忆中:13617398720  曾长德:13786989696,"=HYPERLINK(""http://www.hnmsw.com/show_article_119775.html"")",湖南民生网_关注民生 服务人才,否
2020-01-29,,,,孟村回族自治县医院,孟村回族自治县医院,孟村回族自治县医院接受社会捐赠公告,1,1,,1,,1,,1,,,,,王主任:13582740996  刘大夫:18631721692,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5677288"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-29,,,,威宁自治县红十字会,县卫生健康局一号楼404室四、重要说明（一）捐款用途,威宁自治县红十字会关于接受社会物资捐赠的公告,1,1,,1,,,,1,,,1,,收专线:13708578620、13885781585、13985358058,"=HYPERLINK(""https://baijiahao.baidu.com/s?id=1657138478458775007&wfr=spider&for=pc"")",baijiahao.baidu.com,否
2020-01-28,陕西省,铜川市,,联防联控指挥部办公室,铜川市新区朝阳路9号政务大楼406室，联系电话,铜川市新型冠状病毒感染的肺炎疫情联防联控指挥部办公室接受捐赠公告,1,1,1,1,,1,,1,,,,,0919-3189223,"=HYPERLINK(""http://www.tongchuan.gov.cn/html/zxzx/gsgg/ggtz/202001/245159.html"")",铜川市人民政府,是
2020-01-28,陕西省,铜川市,,铜川市慈善暨扶贫协会,铜川市新区金谟西路永辉大厦15楼,关于新型冠状病毒感染的肺炎疫情接受捐赠的公告,1,1,1,1,,1,,1,,,,,0919-3286201,"=HYPERLINK(""http://www.tcscsjfpxh.cn/nv.html?nid=d04e8af0-1966-4207-8d1e-945f6950c9b4"")",铜川市慈善暨扶贫协会官方网站,否
2020-01-28,陕西省,西安市,,西安市民政局,西安市民政局,通知公告-西安市民政局,,,,,,,,,,,,,务咨询:13909253834,"=HYPERLINK(""http://mzj.xa.gov.cn/mzzx/tzgg/5e30ff7afd8508098d8fe8eb.html"")",西安市民政局,是
2020-01-28,陕西省,西安市,,西安市胸科医院,西安市航天大道东段,西安市胸科医院寻购及接受社会捐赠公告,1,,,1,,1,,,,,,,曹女士:15339201288  魏女士:15319971767,"=HYPERLINK(""http://www.xaxkyy.com/2/42791/content.aspx"")",西安市胸科医院,否
2020-01-28,陕西省,宝鸡市,,,宝鸡市行政中心6号楼F座301室,宝鸡市红十字会发布接收社会捐赠公告,1,1,,1,,1,,1,,,1,,0917-3261471,"=HYPERLINK(""http://www.baoji.gov.cn/art/2020/1/28/art_98_479272.html"")",宝鸡市人民政府门户网站,是
2020-01-28,重庆市,重庆市,开州区,重庆市开州区红十字会,重庆市开州区开州大道中193号,重庆市开州区红十字会接收社会捐赠公告,1,1,,1,,1,,1,,,,,023-8587800、023-8592012,"=HYPERLINK(""http://kx.cq.gov.cn/html/text/7a730bee4f327f3b509aa0dd1ce1c34f.html"")",重庆市开州区人民政府,是
2020-01-28,辽宁省,营口市,站前区,营口市红十字会,营口市站前区渤海大街东19号工业大厦9楼市红十字会,营口市红十字会接受社会捐赠肺炎疫情防控物资的公告,1,1,,1,,1,,,,,1,1,0417-2602644,"=HYPERLINK(""http://www.yingkou.gov.cn/001/001002/001002001/20200129/3763ce31-854f-491f-9e94-fc9c9a463224.html"")",营口市人民政府,是
2020-01-28,辽宁省,盘锦市,,盘锦市红十字会,hbshszh,盘锦市红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠的公告,1,1,,1,,1,,1,,1,1,1,骆钢强:13297963117,"=HYPERLINK(""http://www.xlt.gov.cn/art/2020/1/29/art_2018_519206.html"")",兴隆台区人民政府,是
2020-01-28,贵州省,遵义市,仁怀市,仁怀市应对新型冠状病毒感染的肺炎疫情防控工作领导小组关于群防群控全力应对新型冠状病毒感染的肺炎疫情的通告,仁怀市应对新型冠状病毒感染的肺炎疫情防控工作领导小组关于群防群控全力应对新型冠状病毒感染的肺炎疫情的通告,仁怀市红十字会接收社会捐赠公告,1,1,,1,1,1,,1,,,1,,林素;:19985125976,"=HYPERLINK(""http://www.rh.gov.cn/xwzx_500535/tzgg/zfgg/202001/t20200128_45740257.html"")",中国酒都·仁怀市人民政府公众信息网,是
2020-01-28,福建省,泉州市,鲤城区,泉州市鲤城区工业和信息化局,泉州市鲤城区浮桥街,泉州市鲤城区工业和信息化局关于共同做好防控物资保障工作的通知-通知公告-中国泉州·鲤城,1,1,,1,1,1,,1,,,1,,陈瑞鹏:13599115099,"=HYPERLINK(""http://www.qzlc.gov.cn/zwgk/qzbm/jxj/tzgg/202001/t20200129_2023311.htm"")",泉州市鲤城区人民政府,是
2020-01-28,福建省,泉州市,丰泽区,指挥部办公室,丰泽区东湖街,关于全面发动海内外社会各界捐赠疫情防控应急物资的通知-公告公示-政府信息公开专栏-政务公开-泉州市人民政府,1,1,,1,,1,,1,,,,,忠顺:18150929828  杰民:13505021585  志红:13506960595  锦毅:13799568578,"=HYPERLINK(""http://www.quanzhou.gov.cn/zfb/xxgk/zfxxgkzl/gggs/202001/t20200130_2023532.htm"")",泉州市人民政府,是
2020-01-28,福建省,泉州市,丰泽区,指挥部办公室,丰泽区东湖街,公告公示,1,1,,1,,1,,1,,,,,忠顺:18150929828  杰民:13505021585  志红:13506960595  锦毅:13799568578,"=HYPERLINK(""http://www.quanzhou.gov.cn/wcmapi/service/phone/2023532.xhtml"")",泉州市人民政府,是
2020-01-28,福建省,,,福建省民政厅,hbshszh,"福建省民政厅关于动员社会组织依法有序参与新型冠状病毒感染肺炎疫情防控工作的倡议书_
        通知公告_
        福建省民政厅",1,,,1,,1,,1,,,,,控；:13338253561  林女士:13459108743  汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://mzt.fujian.gov.cn/xxgk/tzgg/202001/t20200128_5186730.htm"")",提示,是
2020-01-28,甘肃省,庆阳市,,庆阳市人民医院,中国甘肃省庆阳市兰州路30号,庆阳市人民医院接受爱心捐赠公告,1,1,1,1,,,1,1,,,,,王建勋:18509349698  刘贵生:13909349829,"=HYPERLINK(""http://www.qysrmyy.com/news/yydt/202001/1091.html"")",庆阳市人民医院,否
2020-01-28,甘肃省,平凉市,崆峒区,平凉市崆峒区红十字会,崆峒区崆峒大道中路681号（区民政局507室）,崆峒区红十字会联合呼吁接收社会捐赠的公告,1,1,,1,,1,,,,,,,款）:13993391915,"=HYPERLINK(""http://www.kongtong.gov.cn/xwdt/ggtz/202001/t20200129_738889.html"")",提示,是
2020-01-28,甘肃省,平凉市,,平凉市红十字会,平凉市西大街308号（市科协办公楼4楼）,联合呼吁接收社会捐赠的公告,1,1,,1,,1,,,,,,,捐款）:18793341615,"=HYPERLINK(""http://wap.pingliang.gov.cn/xwzx/tzgg/202001/t20200128_738716.html"")",提示,是
2020-01-28,湖南省,长沙市,开福区,长沙市卫生健康委员会,长沙市开福区营盘路311号,长沙市第一医院接受社会爱心捐赠公告,1,1,,1,,1,,,1,,,,张卫芝:15873100608  熊淑珊:13975848395,"=HYPERLINK(""http://wsjkw.changsha.gov.cn/ztzl_1/fkxxgzbd/fkdt/202001/t20200129_6404440.html"")",长沙市卫生健康委员会,是
2020-01-28,湖南省,益阳市,赫山区,益阳市赫山区慈善总会,捐款,赫山区慈善总会抗击“新型冠状病毒感染的肺炎疫情”募捐倡议书,1,1,,1,,1,,1,,,,,盛萍:13786759552,"=HYPERLINK(""http://www.yiyang.gov.cn/hnhs/22557/22597/22569/content_1117754.html"")",中国益阳网,是
2020-01-28,湖南省,益阳市,桃江县,桃江县红十字会,桃江县红十字会,桃江县红十字会接收社会捐赠公告,1,1,1,1,,1,,1,,,1,,刘江晖:13549718234  张彬彬:15197746155,"=HYPERLINK(""http://www.taojiang.gov.cn/24397/24407/content_1117443.html"")",桃江县人民政府网站,是
2020-01-28,湖南省,益阳市,南县,汝南县红十字会,梁祝大道与吉祥大道交叉口往东100米路南县卫健体(东院)三楼财务室,关于开展“抗击新型冠状病毒感染的肺炎疫情”募捐公告,1,1,1,1,,1,,1,,,,,0396-2711330,"=HYPERLINK(""http://www.runan.gov.cn/web/front/news/detail.php?newsid=11581"")",汝南县人民政府网,是
2020-01-28,湖南省,永州市,冷水滩区,永州市中心医院,湖南省永州市冷水滩区逸云路396号,永州市中心医院接受社会捐赠公告,1,1,,1,,1,,1,1,,,,蒋老师:13789223978,"=HYPERLINK(""http://www.yzcity.gov.cn/cnyz/gsgg/202001/6b550fc90a974bbe8a431fc0ad8247d8.shtml"")",永州市政府门户网站欢迎您！,是
2020-01-28,湖南省,岳阳市,云溪区,岳阳市云溪区红十字会,岳阳市云溪区云溪大道220号（云溪区卫健局二楼202室）,云溪区红十字会接收社会捐赠公告,1,1,,1,,1,,1,,,,,手机号:18173085262、18673020192,"=HYPERLINK(""http://www.yunxiqu.gov.cn/38965/39020/content_1653950.html"")",岳阳市云溪区人民政府,是
2020-01-28,湖北省,荆门市,东宝区,湖北省荆门市归国华侨联合会,湖北省荆门市东宝区金虾路60号,京山市人民政府 京山要闻 关于号召海内外侨胞为打赢新型冠状病毒感染的肺炎疫情防控阻击战捐赠款物的倡议书,1,1,1,1,,1,,,1,,,,请徐菁:13886026767  请王玲:13995597170  信同号:15871994100,"=HYPERLINK(""http://www.jingshan.gov.cn/art/2020/1/30/art_5586_644958.html"")",京山市人民政府,是
2020-01-28,湖北省,荆门市,东宝区,湖北省荆门市归国华侨联合会,湖北省荆门市东宝区金虾路60号受捐户名,沙洋县人民政府 今日沙洋 关于号召海内外侨胞为打赢新型冠状病毒感染的肺炎疫情防控阻击战捐赠款物的倡议书,1,1,1,1,,1,,,1,,,,请徐菁:13886026767  请王玲:13995597170  信同号:15871994100,"=HYPERLINK(""http://shayang.jingmen.gov.cn/art/2020/1/30/art_5439_644956.html"")",shayang.jingmen.gov.cn,是
2020-01-28,湖北省,武汉市,江岸区,,湖北省武汉市江岸区胜利街162号武汉市红十字会，邮政编码,打好“防疫”阻击战 市红十字会在行动_中国大连,1,1,,1,,1,,1,,1,1,,骆钢强:13297963117,"=HYPERLINK(""http://www.dl.gov.cn/gov/detail/detail.vm?diid=100C01000200122185820012831&lid=3_3"")",www.dl.gov.cn,是
2020-01-28,湖北省,武汉市,江岸区,江岸区疫情防控指挥部,江岸区疫情防控指挥部,江岸区疫情防控指挥部接受社会捐赠公告,1,1,,1,,1,,1,,,1,,027-8273927,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5688643"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-28,湖北省,武汉市,,（四）武汉市红十字会,hbshszh,兴化市人民政府 部门公告 关于动员社会组织、慈善力量依法有序参与新型冠状病毒感染的肺炎疫情防控工作的公告,1,,,1,,1,,1,,,,,汪亮:13627104336  骆钢强:13297963117,"=HYPERLINK(""http://www.xinghua.gov.cn/art/2020/1/29/art_48708_2645048.html"")",兴化市人民政府,是
2020-01-28,湖北省,孝感市,,孝感市红十字会,孝感市城站路75号,孝感市红十字会关于接受捐赠的公告,1,,,1,,1,,1,,,,,杨敏:13707295500  宋欢:15927122586,"=HYPERLINK(""http://wjw.xiaogan.gov.cn/xgshszh/742797.jhtml"")",孝感市卫生健康委员会,是
2020-01-28,湖北省,十堰市,竹溪县,竹溪县新型冠状病毒感染的肺炎疫情防控指挥部,竹溪县新型冠状病毒感染的肺炎疫情防控指挥部,竹溪县新型冠状病毒感染的肺炎疫情防控指挥部通告(第9号)-竹溪县人民政府,1,1,1,1,,1,1,1,,,,,人:15172269456、18671667318,"=HYPERLINK(""http://www.zhuxi.gov.cn/xwzx/jrzx/202001/t20200128_1937502.shtml"")",竹溪县委县政府门户网站,是
2020-01-28,浙江省,金华市,浦江县,浦江县红十字会,浦江县红十字会,浦江县红十字会关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,1,1,1,,1,1,1,,,1,,0579-8411823、0579-8411826、0579-8411884,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5674911"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-28,浙江省,金华市,兰溪市,兰溪市红十字会,兰溪市红十字会,兰溪市红十字会接受社会捐赠的公告,,,,,,,,,,,,,字会）:13858983657,"=HYPERLINK(""http://lxnews.cztv.com/6107956.html"")","兰溪新闻网- 
	首页",否
2020-01-28,浙江省,金华市,,金华市新型冠状病毒感染的肺炎疫情防控工作指挥部,金华市丹溪路968号金华商城二期写字楼11楼1103办公室,关于接受社会捐赠的公告,,,,1,1,1,,1,,,,,陈策:15958967113  徐燕飞:13735661665  胡小慧:13757962848  毛慧云:15869260271  翁震涛:18757602371,"=HYPERLINK(""https://www.jhnews.com.cn/xw/sh/202001/t20200129_201274.shtml"")",www.jhnews.com.cn,否
2020-01-28,浙江省,金华市,,金华市新型冠状病毒感染的肺炎疫情防控工作指挥部,金华市丹溪路968号金华商城二期写字楼11楼,金华市关于接受社会捐赠的公告,,,,1,1,1,,1,1,,,,陈策:15958967113  徐燕飞:13735661665  胡小慧:13757962848  毛慧云:15869260271  翁震涛:18757602371,"=HYPERLINK(""http://jinhua.zjol.com.cn/jsbd/202001/t20200129_11618367.shtml"")",浙江在线金华频道,否
2020-01-28,浙江省,杭州市,西湖区,浙江省新型冠状病毒感染的肺炎疫情防控工作领导小组办公室,杭州市西湖区保俶北路83号3楼,浙江省关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠公告,1,,,1,,,,1,,,,,0571-8646214、0571-8649980、0571-8890835,"=HYPERLINK(""http://www.zj.gov.cn/art/2020/1/30/art_1228996604_41861287.html"")",浙江省人民政府门户网站,是
2020-01-28,浙江省,杭州市,,龙游新闻网,浙江省杭州市秋涛北路324号,肺炎疫情接受社会捐赠公告,1,,,1,,,,1,,,,,0571-8646214、0571-8649980、0571-8890835,"=HYPERLINK(""http://lynews.cztv.com/6106448.html"")","龙游新闻网- 
	首页",否
2020-01-28,浙江省,宁波市,北仑区,宁波市北仑区新型冠状病毒感染的肺炎疫情防控工作领导小组办公室,宁波市北仑区新型冠状病毒感染的肺炎疫情防控工作领导小组办公室,宁波市北仑区关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠的公告,1,,,1,1,1,,1,1,,,,0574-8678228,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5674231"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-28,浙江省,宁波市,,防控工作领导小组办公室,防控工作领导小组办公室,宁波市关于防控新型冠状病毒感染的肺炎疫情接受社会捐赠的公告,1,,,1,1,1,,1,1,,,,0574-8724173、0574-8725199、0574-8918349、0574-8918352,"=HYPERLINK(""http://m.thepaper.cn/newsDetail_forward_5662548"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
2020-01-28,河南省,鹤壁市,淇滨区,鹤壁市淇滨区卫生健康委员会,鹤壁市淇滨区卫生健康委员会,淇滨区抗击疫情接受社会捐赠公告,1,1,1,1,,1,1,1,1,,,,李敬洲:13839238596,"=HYPERLINK(""http://www.hebitv.com/news/62748"")",鹤壁网_鹤壁市广播电视台网站,否
2020-01-28,河南省,鹤壁市,,徐女士18803927996,鹤壁市第三人民医院,鹤壁市第三人民医院 接受社会防护物资爱心捐赠 公告,1,1,,1,,1,,1,1,,1,,韩女士:13839200221,"=HYPERLINK(""http://www.hebitv.com/news/62534"")",鹤壁网_鹤壁市广播电视台网站,否
2020-01-28,河南省,开封市,兰考县,兰考县新型冠状病毒感染的肺炎防控指挥部,兰考县新时代购物公园西门向南80米海马集团爱心美德公益超市中转配送中心,兰考县接受社会爱心捐赠公告,1,1,,1,,,,,,,1,,纪海青:13837886766  陈刚:13598792132,"=HYPERLINK(""http://www.lankao.gov.cn/info/1021/18594.htm"")",兰考县人民政府,是
2020-01-28,河南省,,,河南省民政厅,河南省民政厅,河南省民政厅关于动员慈善和社会工作 力量及其他社会组织依法有序参与新型 冠状病毒感染的肺炎疫情防控工作的公告 河南省人民防空办公室,1,1,,1,1,1,,1,,,,,春:15037119086  东:13937171515  威:15837156768  艳:16603813956  红:18537907892,"=HYPERLINK(""http://rfb.henan.gov.cn/2020/01-29/1285560.html"")",河南省人民防空办公室,是
2020-01-28,河北省,,,河北省民政厅,河北省民政厅,人民网：河北省民政厅：全社会慈善力量行动起来 参与疫情防控工作,,,,,,,,,,,,,行；:15373036804  款）:18633822379,"=HYPERLINK(""http://minzheng.hebei.gov.cn/mzzx/mtgz/202001/t20200129_59671.html"")",河北省民政厅,是
2020-01-28,江西省,赣州市,,赣县区红十字会,赣州市赣县区梅林镇兴农路12号区卫健委3楼,赣县区红十字会抗击新型冠状病毒感染肺炎疫情防控募捐公告-赣县区人民政府,1,1,,1,,,,,1,,1,,郑翔:13970100945  丁玲:18679798691,"=HYPERLINK(""http://wap.ganxian.gov.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1041&wbnewsid=69793"")",赣县区人民政府,是
2020-01-28,江西省,赣州市,,赣州市妇幼保健院,赣州市妇幼保健院,赣州市妇幼保健院接受社会捐赠公告,1,1,1,1,,1,1,1,,,,,郭萍:15079777881,"=HYPERLINK(""http://www.thepaper.cn/newsDetail_forward_5687837"")",澎湃新闻-专注时政与思想-ThePaper.cn,否
